"name_en","postcode","latitude","longitude"
"Kalawana","70450","6.53171360","80.39648240"
"Kaltota","70122","6.65939600","80.87098720"
"Kalubululanda","90352","6.72834120","80.39381100"
"Kananke Bazaar","80136","6.01876550","80.44209920"
"Kandepuhulpola","90356","6.83668260","80.86822030"
"Karandana","70488","6.78270350","80.21839510"
"Karangoda","70018","6.67757110","80.39578850"
"Kella Junction","70352","6.36110440","80.69191190"
"Keppetipola","90350","7.16325170","80.57053960"
"Kiriella","70480","6.72950380","80.27046020"
"Kiriibbanwewa","70252","6.37767420","80.97191080"
"Kolambage Ara","70180","6.41835640","80.78032380"
"Kolombugama","70403","6.56783560","80.49382670"
"Kolonna","70350","6.40528450","80.68522530"
"Kudawa","70005","6.44335460","80.41705720"
"Kuruwita","70500","6.82184030","80.36150790"
"Lellopitiya","70056","6.66396700","80.48409740"
"Imaduwa","80130","6.03598780","80.39039020"
"Imbulpe","70134","6.70081730","80.75331260"
"Mahagama Colony","70256","7.37879790","80.38395840"
"Mahawalatenna","70112","6.58708770","80.74860620"
"Makandura","70298","6.55328880","80.63130410"
"Malwala Junction","70001","6.68217430","80.40973490"
"Malwatta","32198","6.50997090","80.64101600"
"Matuwagalagama","70482","6.70557420","80.38473450"
"Medagalature","70021","6.67757110","80.39578850"
"Meddekanda","70127","6.67524330","80.65904940"
"Minipura Dumbara","70494","6.71593270","80.21391730"
"Mitipola","70604","6.83459390","80.22376600"
"Moragala Kirillapone","81532","6.85774360","80.25582880"
"Morahela","70129","6.68509810","80.69094480"
"Mulendiyawala","70212","6.28868400","80.77132100"
"Mulgama","70117","6.66605170","80.81765100"
"Nawalakanda","70469","6.24460700","80.14345730"
"Nawinnapinnakanda","70165","6.70557420","80.38473450"
"Niralagama","70038","6.70557420","80.38473450"
"Nivitigala","70400","6.59588500","80.45776700"
"Omalpe","70215","6.32676260","80.69649050"
"Opanayaka","70080","6.62375960","80.68743720"
"Padalangala","70230","6.24917790","80.91524340"
"Pallebedda","70170","6.48273980","80.70644890"
"Pallekanda","82454","6.63603730","80.68123880"
"Pambagolla","70133","6.69048710","80.37989330"
"Panamura","70218","6.34352750","80.77319320"
"Panapola","70461","6.43003730","80.44934050"
"Paragala","81474","6.59648320","80.33802130"
"Parakaduwa","70550","6.82570290","80.30738260"
"Pebotuwa","70045","6.52792350","80.45381770"
"Pelmadulla","70070","6.63448470","80.52995410"
"Pinnawala","70130","7.30097050","80.38715630"
"Pothdeniya","81538","6.70824960","80.38266440"
"Rajawaka","70116","6.60274090","80.80732590"
"Ranwala","70162","6.54729140","80.66321030"
"Rassagala","70135","6.69234870","80.63789450"
"Rathgama","80260","6.71516980","80.46888050"
"Ratna Hangamuwa","70036","6.64236010","80.39091640"
"Ratnapura","70000","6.69514540","80.37274290"
"Sewanagala","70250","6.35989160","80.91956050"
"Sri Palabaddala","70004","6.78906410","80.46046430"
"Sudagala","70502","6.80890880","80.39369940"
"Thalakolahinna","70101","6.70557420","80.38473450"
"Thanjantenna","70118","6.63349430","80.84573630"
"Theppanawa","70512","6.74944380","80.34602730"
"Thunkama","70205","6.27825950","80.88827770"
"Udakarawita","70044","6.59280220","80.45945050"
"Udaniriella","70034","6.72950380","80.27046020"
"Udawalawe","70190","6.40556190","80.80205430"
"Ullinduwawa","70345","6.37019760","80.62714150"
"Veddagala","70459","6.46458460","80.43202860"
"Vijeriya","70348","6.41732680","80.65359580"
"Waleboda","70138","6.72651570","80.66400360"
"Watapotha","70408","6.72834120","80.39381100"
"Waturawa","70456","6.49853270","80.44456110"
"Weligepola","70104","6.57180590","80.70480840"
"Welipathayaya","70124","6.61981170","80.87375390"
"Wikiliya","70114","6.62149100","80.75054170"
"Agbopura","31304","8.33139520","80.97648920"
"Buckmigama","31028","8.58736380","81.21521210"
"China Bay","31050","8.56292020","81.19900940"
"Dehiwatte","31226","8.58736380","81.21521210"
"Echchilampattai","31236","8.58736380","81.21521210"
"Galmetiyawa","31318","8.58736380","81.21521210"
"Gomarankadawala","31026","8.67503840","80.96324230"
"Kaddaiparichchan","31212","8.45435440","81.29179710"
"Kallar","30250","8.58736380","81.21521210"
"Kanniya","31032","8.59878050","81.18715150"
"Kantalai","31300","8.35126340","81.00699280"
"Kantalai Sugar Factory","31306","8.31672220","81.04672190"
"Kiliveddy","31220","8.36183610","81.28427020"
"Kinniya","31100","8.50254730","81.18038320"
"Kuchchaveli","31014","8.82138500","81.09478080"
"Kumburupiddy","31012","8.73568790","81.16096790"
"Kurinchakerny","31112","8.50191580","81.17199360"
"Lankapatuna","31234","8.35736110","81.38962220"
"Mahadivulwewa","31036","8.61738580","80.96427730"
"Maharugiramam","31106","8.58736380","81.21521210"
"Mallikativu","31224","8.58736380","81.21521210"
"Mawadichenai","31238","8.60944630","81.21638370"
"Mullipothana","31312","8.42867990","81.05614580"
"Mutur","31200","8.45790650","81.26840190"
"Neelapola","31228","8.37006770","81.22434440"
"Nilaveli","31010","8.69273310","81.18852930"
"Pankulam","31034","8.62513020","81.03267950"
"Pulmoddai","50567","8.94455220","80.98267180"
"Rottawewa","31038","8.59950020","80.92170210"
"Sampaltivu","31006","8.63659760","81.22304850"
"Sampoor","31216","8.48224360","81.28937930"
"Serunuwara","31232","8.32497340","81.30074050"
"Seruwila","31260","8.37057000","81.31991360"
"Sirajnagar","31314","8.58736380","81.21521210"
"Somapura","31222","8.29801560","81.27665980"
"Tampalakamam","31046","8.49737520","81.09202180"
"Thuraineelavanai","30254","7.44730640","81.79920570"
"Tiriyayi","31016","6.94064680","79.86132860"
"Toppur","31250","8.40458120","81.31243410"
"Trincomalee","31000","8.58736380","81.21521210"
"Wanela","31308","8.38173830","81.07960500"
"Vavuniya","43000","8.75420290","80.49824020"
"Colombo 1","00100","6.87587000","79.86067390"
"Colombo 3","00300","6.89893440","79.85376720"
"Colombo 4","00400","6.89613350","79.85714750"
"Colombo 5","00500","6.88879470","79.86630240"
"Colombo 7","00700","6.91166520","79.86456780"
"Colombo 9","00900","6.93677080","79.86078060"
"Colombo 10","01000","6.92770380","79.86608360"
"Colombo 11","01100","6.93904180","79.85331900"
"Colombo 12","01200","6.93863620","79.86091740"
"Colombo 14","01400","6.94476020","79.86802080"
"Colombo Secretariant","00110","6.93883020","79.85597300"
"Melle Street","00276","6.92707860","79.86124300"
"Rifel Street","00279","6.92381440","79.85049130"
"Gem & Jewelry","00370","6.93265290","79.84416100"
"Torington Square","00376","6.90353830","79.86810980"
"National Museum of Colombo","00377","6.91045550","79.86099250"
"Colombo Labour Sec","00510","6.89200690","79.87642540"
"Polhengoda","00576","6.88105880","79.88013350"
"Anderson Plats","00577","6.89017040","79.87296210"
"Keppetipola Mawatha","00579","6.92800620","79.88757070"
"Narahenpita","00582","6.89759340","79.88148300"
"Kirulapana","00677","6.88147170","79.87634760"
"University of Colombo","00710","6.90001490","79.85879380"
"Colombo General Hospital","00779","6.91874290","79.86899200"
"Gothami Road","00876","6.91453560","79.88735650"
"Wanathamulla","00877","6.92670930","79.88148300"
"Baseline Road","00878","6.93279660","79.87817750"
"Kopiyawatta","00879","6.93369020","79.87874170"
"Maligawatta","01070","6.93727160","79.87175120"
"Panchikawatte","01078","6.93096820","79.86398350"
"Sarasavipaya","01079","6.90804600","79.87598160"
"Maligakanda","01081","6.92841060","79.86818370"
"Wolfendal Street","01178","6.93963520","79.85430140"
"Pettah Bus Stand","01179","6.93500540","79.85456970"
"Colombo Kachcheri","01181","6.93840050","79.85555210"
"Armour Street","01182","6.94242220","79.86376180"
"St. Anthony's","01183","6.93171040","79.87376180"
"Miraniya Street","01276","6.93696440","79.86364710"
"Wasala Road","01377","6.95118770","79.86498570"
"Nagalagam Street","01476","6.95527300","79.87651510"
"Aluth Mawatha Road","01478","6.96952880","79.87322490"
"Mutwal South","01479","6.96692470","79.87115330"
"Beddagana","10101","6.89149910","79.90908710"
"Madiwela","10102","6.87731530","79.92346780"
"Sri Perakumpura","10103","8.15285510","80.14564960"
"Mirihana North","10104","6.87966520","79.90947510"
"Nawala-Koswatte","10105","6.90053750","79.89548020"
"Nawala","10106","6.89641910","79.88848190"
"Rajagiriya","10107","6.90941080","79.89425380"
"Parliament of Sri Lanka","10110","6.93110950","79.84302960"
"Obeysekarapura","10111","6.91330980","79.89026360"
"Kalapaluwawa","10112","6.91655310","79.92083240"
"Talangama North","10113","6.91687820","79.93173020"
"Talangama South","10114","6.88675520","79.94759990"
"Jayawardhenegama","10117","6.92707860","79.86124300"
"Isurupaya","10130","6.92918770","79.86394890"
"Sethsiripaya","10140","6.90327690","79.91542220"
"Malabe","10155","6.90607870","79.96962770"
"Oruwala","10201","6.88290380","80.00038750"
"Panagoda Army Camp","10203","6.86561170","80.02764270"
"Magammana-Dolekade","10207","6.82178770","79.99838110"
"Homagama Town","10209","6.84327620","80.00318330"
"Godagama Junction","10211","6.85167240","80.03273340"
"Panagoda","10213","6.86561170","80.02764270"
"Galawilawaththa","10217","6.83646020","79.99339760"
"Kottawa","10220","6.84116520","79.96543240"
"Pelenwatta","10231","6.82353930","79.94445260"
"Arawwala West","10233","6.83824460","79.94407100"
"Kottawa North","10235","6.86147310","79.95634170"
"Rukmale-Pannipitiya","10237","6.85597580","79.97801780"
"Malapalla","10239","6.84680570","79.98221260"
"Mattegoda","10240","6.81354880","79.97242450"
"Mirihana","10251","6.86896470","79.90387740"
"Udahamulla","10252","6.86655590","79.91507240"
"Kohuwala","10255","6.86248420","79.88549830"
"Pamunuwa-Patiragoda","10281","6.86166890","79.92892900"
"Sudanapura","10282","6.87830600","80.24325360"
"Nawinna","10283","6.85333090","79.91507240"
"Vidyodaya University","10284","6.90522350","79.85125590"
"Pepiliyana","10291","6.85381660","79.88508760"
"Katuwawala","10292","6.83211780","79.91227380"
"Suwarapola","10301","6.79787420","79.91787090"
"Gorakapitiya","10303","6.81437460","79.94864890"
"Makandana","10305","6.77693190","79.95111430"
"Kesbewa","10307","6.77867010","79.94725020"
"Bokundara","10309","6.81643270","79.92066940"
"Kahathuduwa","10321","6.78229800","79.99479560"
"Ratmalana North","10372","6.82138560","79.89012960"
"Sirimal Uyana","10373","6.82677000","79.87798340"
"Ratmalana","10390","6.81879540","79.87101950"
"Koralawella","10401","6.75779280","79.88737000"
"Egodauyana North","10402","6.72094140","79.90107840"
"Egodauyana South","10403","6.72094140","79.90107840"
"Indibedda","10404","6.77380480","79.90387740"
"Moratumulla","10405","6.78084970","79.89338070"
"Rawathawatta","10406","6.79188690","79.88428260"
"Willorawatta","10407","6.78687850","79.90098840"
"Lunawa","10408","6.78648590","79.87868330"
"Laksapatiya","10409","6.92707860","79.86124300"
"Angulana","10411","6.79761140","79.87378360"
"Kaldemulla","10413","6.80562650","79.87798340"
"Katubedda","10414","6.80145720","79.89967890"
"Liyanwala","10501","6.83690770","80.07863590"
"Poregedara","10503","6.82250470","80.08561890"
"Dampe","10505","6.77178680","79.91591810"
"Malagala","10507","6.79517150","80.10656460"
"Meepe Junction","10509","6.76749490","80.84717490"
"Pinnawala-Waga","10515","6.86720730","80.12094220"
"Angampitiya","10517","6.84700310","80.11912960"
"Arukwathupura","10519","6.87102580","79.93885710"
"Kandanapitiya","10523","6.81523830","80.15173220"
"Gurulana","10527","6.83457760","80.15820880"
"Udugamkanda","10529","7.13764480","80.09289820"
"Wattala","11300","6.98601320","79.90701560"
"Bulnewa","50172","8.04139230","80.44655940"
"Kebithigollewa","50550","8.64089160","80.66968160"
"Madipola","21156","7.67611540","80.58272720"
"Karatota","81308","6.06412720","80.66600920"
"Gangulandeniya","82506","6.29562990","80.71866970"
"Idalgashinna","90167","6.78296900","80.90003310"
"Allaipiddi","40048","9.61988780","79.96543240"
"Allaveddi","40120","9.66149810","80.02554650"
"Alvai","40635","9.82086330","80.20424360"
"Anaikoddai","40198","9.69635430","79.99479560"
"Analaitivu","40280","9.66790030","79.77643370"
"Araly","40221","9.70620780","79.95564240"
"Atchuveli","40150","9.77863970","80.11606510"
"Chankanai","40212","9.74522360","79.97242450"
"Chavakachcheri","40500","9.66646000","80.13209180"
"Chullipuram","40230","9.76592620","79.94623750"
"Chundikuli","40020","9.65349270","80.03393120"
"Chunnakam","40075","9.73756340","80.02450490"
"Delft West","40378","9.52769110","79.69985740"
"Delft","40370","9.52769110","79.69985740"
"Eluvaitivu","40275","9.69231050","79.81146400"
"Erialai","40080","9.63829020","80.07863590"
"Ilavalai","40108","9.79527530","79.98920340"
"Kankesanthurai","40190","9.81611050","80.04478780"
"Karainagar","40250","9.74807380","79.88288280"
"Karaveddi","40520","9.80006730","80.19941820"
"Kayts","40270","9.69789370","79.86048310"
"Kodikamam","40700","9.68449040","80.22201770"
"Kokuvil","40060","9.69082400","80.02114300"
"Kondavil","40062","9.70300070","80.03393120"
"Kopay","40170","9.70430280","80.07863590"
"Kudatanai","40620","9.66149810","80.02554650"
"Mallakam","40142","9.76188640","80.02414890"
"Mandaitivu","40045","9.61653910","79.99199950"
"Manipay","40200","9.72910620","79.99254460"
"Mathagal","40110","9.78601780","79.96613080"
"Meesalai","40510","9.67466610","80.19587550"
"Mahiyampathy",NULL,"9.66207980","80.01189260"
"Mirusuvil","40750","9.66770280","80.23401800"
"Nagarkovil","40630","9.70309500","80.31371060"
"Nagendramadam","40223","9.66149810","80.02554650"
"Nainathivu","40360","9.61901230","79.77487620"
"Neervely","40165","9.72106990","80.08469440"
"Pandaterippu","40100","9.77825690","79.97242450"
"Point Pedro","40600","9.79378850","80.22097730"
"Puloly","40615","9.81728290","80.23526810"
"Pungudutivu","40330","9.58964650","79.82407150"
"Puttur","40158","9.73308980","80.10003760"
"Sandilipay","40098","9.74933600","79.98738320"
"Sangarathai","40225","9.72854720","79.96683080"
"Sithankerny","40229","9.75365500","79.96177550"
"Sivankovilady","40227","9.67130510","80.01155680"
"Thellippallai","40130","9.79108750","80.03393120"
"Thondamanaru","40545","9.81840780","80.13696540"
"Urumpirai","40180","9.72031900","80.04304180"
"Vaddukoddai","40220","9.72238430","79.94445260"
"Valvettithurai","40540","9.81493700","80.16608040"
"Varany","40640","9.66649990","80.01096540"
"Vasavilan","40145","9.78830650","80.07007120"
"Velanai","40300","9.63724050","79.90107840"
"Gurunagar",NULL,"9.65355890","80.01695030"
"Kaitadi",NULL,"9.67146140","80.09644150"
"Nallur",NULL,"9.67015470","80.03952050"
"Thirunelvely",NULL,"9.68257550","80.03699480"
"Vannarponnai",NULL,"9.68384070","80.01366670"
"Akkarayankulam","42640","9.32614520","80.30181070"
"Aliyawalai","42565","9.58818920","80.44655940"
"Chempiyanpattu","42560","9.38028860","80.37699990"
"Elephant Pass","42510","9.52566550","80.40622650"
"Eluthumadduval","42580","9.65623000","80.28316680"
"Iranaitiv","42630","9.28993290","79.98361080"
"Iyyakachchi","42520","9.57152350","80.41619680"
"Kavutharimunai","42608","9.56666700","80.11666700"
"Konavil","42645","9.35149910","80.32688120"
"Mulliyan","42570","9.55313190","80.47158660"
"Murasumoddai","42505","9.43792020","80.45281690"
"Pallavarayankaddu","42615","9.31432200","80.17076620"
"Paranthan","42500","9.44141520","80.40483060"
"Puliyampokkanai","42509","9.44104490","80.53125230"
"Punakari-Nallur","42606","9.45027570","80.27812620"
"Ramanathapuram","42408","9.36699420","80.49382670"
"Sivapuram","42618","9.44587530","80.41735140"
"Skanthapuram","42638","9.33710780","80.30181070"
"Thalaiyadi","42563","9.63045850","80.40285230"
"Tharmapuram","42512","9.41065240","80.52336360"
"Uruthirapuram","42502","9.39865250","80.34637540"
"Vaddakachchi","42405","9.36139060","80.46667320"
"Vannerikkulam","42635","9.38028860","80.37699990"
"Veravil","42620","9.35284760","80.07863590"
"Vinayagapuram","42625","9.11384010","80.24328390"
"Ambalnagar",NULL,"9.34577150","80.41874250"
"Cheddiyakurichchi",NULL,"9.37272850","80.41178570"
"Chundikulam",NULL,"9.51416670","80.53222220"
"Kalmadunagar",NULL,"9.37856530","80.51606080"
"Karadipokku",NULL,"9.40863720","80.40644470"
"Kilay",NULL,"9.38975610","80.40650010"
"Kunchuparanthan",NULL,"9.41087790","80.33826070"
"Muhamalai",NULL,"9.64717690","80.29345220"
"Pallai","42550","9.56732280","80.38813330"
"Sivanagar",NULL,"9.38893750","80.34219840"
"Soranpattu",NULL,"9.59702640","80.36864880"
"Thirunagar",NULL,"9.39438340","80.39091640"
"Thiruvaiaru",NULL,"9.37616450","80.42708850"
"Alampil","42005","9.18157970","80.84608220"
"Karuppaddamurippu","42220","9.15264030","80.52022900"
"Mankulam","42300","9.13698850","80.44516870"
"Mullivaikkal","42540","9.31196020","80.78659060"
"Mulliyawalai","42100","9.21921510","80.76439520"
"Muththaiyankaddukulam","42210","9.26709110","80.81424800"
"Naddankandal","42308","9.00401300","80.22097730"
"Oddusudan","42200","9.15386780","80.64973120"
"Puthukkudiyiruppu","42530","9.31579980","80.69262120"
"Puthuvedduvan","42330","9.24754080","80.33245140"
"Thunukkai","42320","9.13404860","80.28626360"
"Udayarkaddu","42518","9.31318210","80.58411550"
"Vavunakkulam","42305","9.26709110","80.81424800"
"Visvamadukulam","42515","9.37603700","80.55024560"
"Yogapuram","42315","9.13041700","80.30720850"
"Ampalavanpokkanai",NULL,"9.37419060","80.68717670"
"Ananthapuram",NULL,"9.32541350","80.72895090"
"Ethawetunuwewa","50584","8.97525670","80.74499970"
"Kokkilai",NULL,"9.00040660","80.94914480"
"Kokkuthuoduvai",NULL,"9.49361110","80.57388890"
"Kumulamunai",NULL,"9.15250960","80.82384490"
"Mullathivu","42000","9.26709110","80.81424800"
"Murukandy",NULL,"9.26295870","80.39648240"
"Welioya","50586","8.96404140","80.78794070"
"Nedunkerny","42250","9.05371870","80.66043640"
"Neriyakulam","43300","8.61546220","80.35472860"
"Alagalla",NULL,"8.67901160","80.50494450"
"Andiyapuliyankulam",NULL,"8.72189240","80.26558460"
"Asikulam",NULL,"8.68181450","80.53659490"
"Cheddikulam",NULL,"8.66559560","80.29623850"
"Chemamadukulam",NULL,"8.88222220","80.58194440"
"Iranai lluppaikulam",NULL,"8.85239540","80.36128980"
"Kalmadhu",NULL,"8.83949310","80.39369940"
"Iratta Periyakulama",NULL,"8.70711060","80.48207360"
"Kanagarayankulam",NULL,"8.75365450","80.49574890"
"Kannaddi",NULL,"8.78602010","80.22097730"
"Kela Bogaswewa",NULL,"8.87897430","80.66043640"
"Kovilkulam",NULL,"8.73753070","80.50633410"
"Madukanda",NULL,"8.75658000","80.56051110"
"Mahakachchakodiya",NULL,"8.78555240","80.57578530"
"Mamaduwa",NULL,"8.81635400","80.55495610"
"Maradammaduwa",NULL,"8.57829580","80.36856430"
"Maraiyadithakulam",NULL,"8.75032420","80.49704350"
"Maruthodai",NULL,"8.86861110","80.51722220"
"Mathavuvaithakulam",NULL,"8.75032420","80.49704350"
"Nainamadu",NULL,"9.04079380","80.58272720"
"Nelukkulam",NULL,"8.76466930","80.44934050"
"Nochchimoddai",NULL,"8.83143640","80.50494450"
"Omanthai",NULL,"8.87238700","80.50772370"
"Palamoddai",NULL,"8.94322430","80.39926520"
"Pampaimadu",NULL,"8.78559790","80.41596030"
"Pavakkulama Unit 1",NULL,"8.75420290","80.49824020"
"Pavakkulama Unit 2",NULL,"8.70633850","80.40204800"
"Periyathambanai",NULL,"8.79231630","80.46602560"
"Periya Ulukkulama",NULL,"8.67678120","80.41596030"
"Poovarasankulam",NULL,"8.78417510","80.36029700"
"Puliyankulam",NULL,"8.97381780","80.52717560"
"Sathirikulankulam",NULL,"8.77833450","80.48489570"
"Sinnasippikulam",NULL,"8.57146260","80.33245140"
"Thandikulam",NULL,"8.78729320","80.48270740"
"Vaarikkuttiyoor",NULL,"8.73854240","80.50937380"
"Aandankulam",NULL,"8.94142900","80.02275140"
"Adampan",NULL,"8.93257410","79.99759160"
"Arippu",NULL,"8.79255710","79.92965370"
"Athimottai",NULL,"8.97773900","79.91629000"
"Chilavathurai",NULL,"8.74500740","79.95424380"
"Erukkalampiddy",NULL,"9.03435060","79.88148300"
"Illuppaikadavai",NULL,"9.09252860","80.08055630"
"Karisal",NULL,"9.06674680","79.84128420"
"Kokkupadayan",NULL,"8.73311300","79.96683080"
"Madhu Church",NULL,"8.85502020","80.20284200"
"Madhu Road",NULL,"8.81419660","80.17639490"
"Marichchikaddi",NULL,"8.96486110","79.91827770"
"Mullikulam",NULL,"8.72547360","79.96053750"
"Murunkan",NULL,"8.83279700","80.03393120"
"Nanattan",NULL,"8.83709930","79.96910980"
"Palampiddy",NULL,"8.92204610","80.21539980"
"Pallimunai",NULL,"8.98009400","79.92160730"
"Pandaraveli",NULL,"8.78159340","79.95004770"
"Pappamoddai",NULL,"8.99299680","80.01436560"
"Parappankandal",NULL,"8.87400300","80.04790390"
"Parappukadanthan",NULL,"8.91554570","80.06530170"
"Periyakunchikulam",NULL,"8.97585590","79.91699640"
"Periyamadhu",NULL,"8.98099710","80.17634670"
"Periyapandivirichchan",NULL,"8.96486110","79.91827770"
"Pesalai",NULL,"9.08283040","79.81006300"
"Potkerny",NULL,"8.77931380","79.96917970"
"Puthuveli",NULL,"8.76976940","79.96543240"
"Sooriyakaddaikadhu",NULL,"8.98167070","79.92319020"
"Thalaimannar",NULL,"9.08343000","79.73437910"
"Thalaimannar Pier",NULL,"9.10229100","79.72596580"
"Thalaimannar West",NULL,"9.08343000","79.73437910"
"Thalvupadu",NULL,"8.99092580","79.88880120"
"Tharapuram",NULL,"9.01237950","79.87588350"
"Thiruketheeswaram",NULL,"8.94443570","79.95774040"
"Uyilankulam",NULL,"8.88589160","79.98361080"
"Uyirtharasankulam",NULL,"8.98632760","79.90891460"
"Vaddakandal",NULL,"8.90771000","80.03532850"
"Vankalai",NULL,"8.89409850","79.93466030"
"Vellankulam",NULL,"9.18608900","80.12648090"
"Veppankulam",NULL,"8.78602730","80.01436560"
"Vidataltivu",NULL,"9.02154990","80.05086310"
"Mabola","11104","7.00628330","79.89248280"
